Internal ID;Name;PE  Rubro Estado Finan. Codigo;PE Rubro Estado Finan. Catalogo;PE Rubro Estado Finan. Reporte;PE Rubro Estado Finan. Totalizador;PE Rubro Estado Finan. Sub Codigos
398;Cuentas por Cobrar por Productos Financieros Derivados para Negociacion;1E0120;2;10;F;
399;Cuentas por Cobrar por Venta de Bienes y Servicios y Fideicomiso (neto);1F0124;3;10;F;
400;Cuentas por Cobrar Productos Financieros Derivados con Fines de Cobertura;1E0121;2;10;F;
401;Cuentas por cobrar y otras;3F0405;3;;F;
402;Cuentas por Cobrar, Comerciales;1080;5;10;F;
403;CUENTAS POR PAGAR;1F2706;3;10;F;
404;Cuentas por pagar;1T0402;7;10;F;
405;Cuentas por Pagar a Asegurados;1E0304;2;10;F;
406;Cuentas por pagar a asegurados;3E0209;2;;F;
407;Cuentas por Pagar a Entidades Relacionadas;1D0402;1;10;F;
408;Cuentas por Pagar a Entidades Relacionadas;1D0303;1;10;F;
409;Cuentas por Pagar a Entidades Relacionadas;1G0402;6;10;F;
410;Cuentas por Pagar a Entidades Relacionadas;1G0303;6;10;F;
411;Cuentas por pagar a Entidades relacionadas;1480;5;10;F;
412;Cuentas por pagar a Entidades relacionadas;1440;5;10;F;
413;Cuentas por pagar a intermediarios y auxiliares;3E0208;2;;F;
414;Cuentas por Pagar a Intermediarios, Comercializadoras y Auxiliares;1E0303;2;10;F;
415;Cuentas por Pagar a Partes Relacionadas;1C0303;7;10;F;
416;Cuentas por Pagar a Partes Relacionadas;1C0402;7;10;F;
417;Cuentas por Pagar a Participantes;1C1201;7;10;F;
418;Cuentas por Pagar a Reaseguradores y Coaseguradores (neto);1E0311;2;10;F;
419;Cuentas por Pagar a vinculadas;1A0303;4;10;F;
420;Cuentas por Pagar a vinculadas;1A0402;4;10;F;
421;Cuentas por Pagar Comerciales;1G0302;6;10;F;
422;Cuentas por Pagar Comerciales;1C0407;7;10;F;
423;Cuentas por pagar Comerciales;1420;5;10;F;
424;Cuentas por Pagar Comerciales;1D0302;1;10;F;
425;Cuentas por Pagar Comerciales;1484;5;10;F;
426;Cuentas por Pagar Comerciales;1D0407;1;10;F;
427;Cuentas por Pagar Comerciales;1C0302;7;10;F;
428;Cuentas por Pagar Comerciales;1G0407;6;10;F;
429;Cuentas por Pagar Comerciales;1A0302;4;10;F;
430;Cuentas por pagar comerciales y otras cuentas por pagar;1G0411;6;10;F;
431;Cuentas por pagar comerciales y otras cuentas por pagar;1D0411;1;10;F;
432;Cuentas por pagar comerciales y otras cuentas por pagar;1D0316;1;10;F;
433;Cuentas por pagar comerciales y otras cuentas por pagar;1G0316;6;10;F;
434;Cuentas por pagar Liquidaci¢n de operaciones;0131;5;10;F;
435;Cuentas por Pagar por Macro-Coberturas;1E0323;2;10;F;
436;Cuentas por Pagar por Productos Financieros Derivados con Fines de Cobertura;1E0322;2;10;F;
437;Cuentas por Pagar por Productos Financieros Derivados para Negociacion;1E0321;2;10;F;
438;Cuentas por pagar reaseguradores y coaseguradores;3E0214;2;;F;
439;Cuentas por pagar y otras;3F0406;3;;F;
440;Custodia de valores;1A0804;4;10;F;
441;DEPRECIACIONES Y AMORTIZACIONES;2F0906;3;9;F;
442;Depreciacion y amortizacion;3F0301;3;;F;
443;Depreciacion y amortizacion;3E0103;2;;F;
444;Depreciacion,  Amortizacion y Agotamiento;3G0602;6;;F;
445;Depreciacion,  Amortizacion y Agotamiento;3D0602;1;;F;
446;Depositos a la Vista;1F2708;3;10;F;
447;Depositos a Plazo;1F2710;3;10;F;
448;Depositos a Plazo y Fondos Restringidos;1C0117;7;10;F;
449;Depositos de Ahorro;1F2709;3;10;F;
450;DEPŒSITOS DE EMPRESAS DEL SISTEMA FINANCIERO Y ORGANISMOS FINANCIEROS INTERNACIONALES;1F2703;3;10;F;
451;Depositos de empresas del sistema financiero y organismos financieros internacionales;2F0412;3;9;F;
452;DERIVADOS DE COBERTURA;1F0132;3;10;F;
453;DERIVADOS DE COBERTURA;1F2408;3;10;F;
454;Derivados de negociacion;2F2510;3;9;F;
455;DERIVADOS PARA NEGOCIACIŒN;1F0131;3;10;F;
456;DERIVADOS PARA NEGOCIACIŒN;1F2407;3;10;F;
457;Desembolsos por Obras en Curso de Inmuebles, Maquinaria y Equipo;3C0215;7;;F;
458;Deterioro;3F0313;3;;F;
459;Deterioro de activos intangibles;2F2715;3;9;F;
460;Deterioro de inmuebles, mobiliario y equipo;2F2714;3;9;F;
461;Deterioro de inversiones;2F2713;3;9;F;
462;"Deterioro de inversiones financieras  e inmuebles; inmuebles, muebles y equipos";3E0114;2;;F;
463;Deudas a largo plazo;1A0401;4;10;F;
464;Devolucion de Encaje;3A0235;4;;F;
465;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;2223;5;9;F;
466;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5G0105;6;;F;
467;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5G0204;6;;F;
468;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5D0105;1;;F;
469;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5D0204;1;;F;
470;Diferencia de cambio  por conversion de operaciones en el extranjero;5E0102;2;;F;
471;Diferencia de cambio  por conversion de operaciones en el extranjero;5E0202;2;;F;
472;Diferencia de cambio  por conversion de operaciones en el extranjero;5F0102;3;;F;
473;Diferencia de cambio  por conversion de operaciones en el extranjero;5F0202;3;;F;
474;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;2201;5;9;F;
475;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;2G0413;6;9;F;
476;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;3G0634;6;;F;
477;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;2D0413;1;9;F;
478;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;3D0634;1;;F;
479;Diferencias de Cambio neto;2G0410;6;9;F;
480;Diferencias de Cambio neto;2093;5;9;F;
481;Diferencias de Cambio neto;2D0410;1;9;F;
482;Diferencias de Conversion;1C0709;7;10;F;
483;Diluida por Accion de Inversion en Operaciones Continuadas;2G0908;6;9;F;
484;Diluida por Accion de Inversion en Operaciones Discontinuadas;2G0914;6;9;F;
485;Diluida por accion ordinaria en operaciones continuadas;2G0907;6;9;F;
486;Diluida por accion ordinaria en operaciones discontinuadas;2G0913;6;9;F;
487;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4G0134;6;;F;
488;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4G0234;6;;F;
489;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4D0234;1;;F;
490;Disminucion (incremento) por otras distribuciones a los propietarios;3310;5;;F;
491;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4D0134;1;;F;
492;Disponible;2F0208;3;9;F;
493;DISPONIBLE;1F0101;3;10;F;
494;Disponibles para la Venta;1E0116;2;10;F;
495;Disponibles para la Venta;1E0215;2;10;F;
496;Disponibles para la venta;3F0420;3;;F;
497;Distribuciones o Asignaciones a reservas de utilidades efectuadas en el periodo;4C0203;7;;F;
498;Distribuciones o Asignaciones a reservas de utilidades efectuadas en el periodo;4C0103;7;;F;
499;Dividendos;3C0211;7;;F;
500;Dividendos (no incluidos en la Actividad de Inversion);3C0111;7;;F;
501;Dividendos declarados y Participaciones acordados durante el periodo;4C0104;7;;F;
502;Dividendos declarados y Participaciones acordados durante el periodo;4C0204;7;;F;
503;Dividendos en Acciones;1C1304;7;10;F;
504;Dividendos en efectivo declarados;4A0204;4;;F;
505;Dividendos en Efectivo Declarados;4G0104;6;;F;
506;Dividendos en Efectivo Declarados;4G0204;6;;F;
507;Dividendos en efectivo declarados;4E0204;2;;F;
508;Dividendos en efectivo declarados;4F0204;3;;F;
509;Dividendos en Efectivo Declarados;4D0204;1;;F;
510;Dividendos en efectivo declarados;3218;5;;F;
511;Dividendos en efectivo declarados;4A0104;4;;F;
512;Dividendos en Efectivo Declarados;4D0104;1;;F;
513;Dividendos en efectivo declarados;4F0104;3;;F;
514;Dividendos en efectivo declarados;4E0104;2;;F;
515;Dividendos Pagados;3C0305;7;;F;
516;Dividendos pagados;3G0305;6;;F;
517;Dividendos pagados;3G0305;6;;F;
518;Dividendos pagados;4553;5;;F;
519;Dividendos pagados;4553;5;;F;
520;Dividendos pagados;3F0808;3;;F;
521;Dividendos pagados;3E0512;2;;F;
522;Dividendos pagados;3D0305;1;;F;
523;Dividendos pagados;3D0305;1;;F;
524;Dividendos pagados (no incluidos en la Actividad de Financiacion);3D0116;1;;F;
525;Dividendos pagados (no incluidos en la Actividad de Financiacion);3G0116;6;;F;
526;Dividendos pagados(no incluidos en la Actividad de Financiacion);3G0116;6;;F;
527;Dividendos pagados(no incluidos en la Actividad de Financiacion);3D0116;1;;F;
528;Dividendos por pagar;1A0312;4;10;F;
529;Dividendos Recibidos;3G0211;6;;F;
530;Dividendos recibidos;4540;5;;F;
531;Dividendos recibidos;4540;5;;F;
532;Dividendos recibidos;3E0432;2;;F;
533;Dividendos Recibidos;3D0211;1;;F;
534;Dividendos Recibidos;3D0211;1;;F;
535;Dividendos Recibidos;3G0211;6;;F;
536;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3D0111;1;;F;
537;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3D0111;1;;F;
538;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3G0111;6;;F;
539;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3G0111;6;;F;
540;Dividendos y otras Distribuciones;3A0305;4;;F;
541;Efectivo neto  proveniente de las Actividades de Inversion;3E0408;2;;F;
542;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3D04ST;1;;T;
543;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3G04ST;6;;T;
544;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3G04ST;6;;T;
545;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3D04ST;1;;T;
546;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3G0402;6;;F;
547;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3D0402;1;;F;
548;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3G0402;6;;F;
549;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3D0402;1;;F;
550;Efectivo y Equivalente de Efectivo;1E0101;2;10;F;
551;Efectivo y equivalente de efectivo proveniente de las actividades de operacion;3E0301;2;;F;
552;Efectivo y Equivalentes al Efectivo;1D0109;1;10;F;
553;Efectivo y Equivalentes al Efectivo;1G0109;6;10;F;
554;Efectivo y equivalentes al efectivo al finalizar el periodo;3F1201;3;;F;
555;Efectivo y equivalentes al efectivo al inicio del periodo;3F1101;3;;F;
556;Efectivo y equivalentes al efectivo al principio del periodo;4562;5;;F;
557;Efectivo y equivalentes al efectivo al principio del periodo;4562;5;;F;
558;Efectivo y Equivalentes de efectivo;1C0109;7;10;F;
559;Efectivo y Equivalentes de Efectivo;1010;5;10;F;
560;Efectivo y Equivalentes de efectivo;1A0109;4;10;F;
561;Efecto acumulado de Cambios en Politicas Contables y Correccion de Errores;4C0102;7;;F;
562;Efecto acumulado de Cambios en Politicas Contables y Correccion de Errores;4C0202;7;;F;
563;Efecto de las Diferencias de Cambio del Efectivo y Equivalente de Efectivo;3C0404;7;;F;
564;Efecto de las variaciones en el tipo de cambio en el efectivo y equivalente de efectivo;3E0604;2;;F;
565;Efectos de la variacion en la tasa de cambio sobre el efectivo y equivalentes al efectivo;4560;5;;F;
566;Efectos de la variacion en la tasa de cambio sobre el efectivo y equivalentes al efectivo;4560;5;;F;
567;Efectos de las variaciones en el tipo de cambio en el efectivo y equivalente de efectivo;3F1003;3;;F;
568;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3D0404;1;;F;
569;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3D0404;1;;F;
570;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3G0404;6;;F;
571;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3G0404;6;;F;
572;Elaboracion o adquisicion de activos para arrendar y otros mantenidos para la venta;3G0119;6;;F;
573;Elaboracion o adquisicion de activos para arrendar y otros mantenidos para la venta;3D0119;1;;F;
574;Emisiones;1C1301;7;10;F;
575;Emision (reduccion) de patrimonio;4G0205;6;;F;
576;Emision (reduccion) de patrimonio;4D0105;1;;F;
577;Emision (reduccion) de patrimonio;4G0105;6;;F;
578;Emision (reduccion) de patrimonio;4D0205;1;;F;
579;Emision de  Otros Instrumentos de Patrimonio;3D0328;1;;F;
580;Emision de  Otros Instrumentos de Patrimonio;3G0328;6;;F;
581;Emision de  Otros Instrumentos de Patrimonio;3G0328;6;;F;
582;Emision de  Otros Instrumentos de Patrimonio;3D0328;1;;F;
583;Emision de Acciones;3G0327;6;;F;
584;Emision de Acciones;3D0327;1;;F;
585;Emision de Acciones;3217;5;;F;
586;Emision de Acciones;3D0327;1;;F;
587;Emision de Acciones;3G0327;6;;F;
588;Emision de acciones  de Capital (distinto a combinacion de negocios);4E0237;2;;F;
589;Emision de acciones  de Capital (distinto a combinacion de negocios);4A0105;4;;F;
590;Emision de acciones  de Capital (distinto a combinacion de negocios);4E0137;2;;F;
591;Emision de acciones  de Capital (distinto a combinacion de negocios);4F0237;3;;F;
592;Emision de acciones  de Capital (distinto a combinacion de negocios);4F0137;3;;F;
593;Emision de acciones  de Capital (distinto a combinacion de negocios);4A0205;4;;F;
594;Emision de Acciones o Nuevos Aportes;3A0301;4;;F;
595;Emision de Acciones o Nuevos Aportes;3C0301;7;;F;
596;Emision de instrumentos de patrimonio;3E0510;2;;F;
597;Emision y aceptacion de Obligaciones Financieras;3C0308;7;;F;
598;Encaje legal;1A0219;4;10;F;
599;Encaje Legal;5A0213;4;;F;
600;Encaje Legal;5A0113;4;;F;
601;Entrada  por venta de intangibles e inmuebles,  mobiliario y equipos;3F0624;3;;F;
602;Entrada de instrumento de deuda mantenidos hasta el vencimiento;3F0626;3;;F;
603;Entrada por emision de instrumentos de patrimonio;3F0804;3;;F;
604;Entrada por la emision de pasivos financieros subordinados;3F0815;3;;F;
605;Entrada por venta de participaciones;3F0622;3;;F;
606;Entregas a Rendir Cuenta;1C1105;7;10;F;
607;Entregas por Cuenta de Emisores;1C1203;7;10;F;
608;Existencias (neto);1C0209;7;10;F;
609;Existencias (neto);1C0106;7;10;F;
610;FIDEICOMISOS, COMISIONES DE CONFIANZA DEUDORAS Y CUENTAS POR CONTRA ACREEDORAS DE FIDEICOMISOS;1F3404;3;10;F;
611;Flujo de efectivo netos de  actividades de financiamiento;3E0507;2;;F;
612;FLUJOS DE EFECTIVO  NETO DE ACTIVIDADES DE INVERSIŒN;3F0701;3;;F;
613;FLUJOS DE EFECTIVO  NETO DE ACTIVIDADES DE OPERACIŒN;3F0501;3;;F;
614;FLUJOS DE EFECTIVO NETO  ACTIVIDADES DE FINANCIAMIENTO;3F0901;3;;F;
615;Flujos de efectivo y equivalente al efectivo despues de ajustes y variaciones neta en activos y pasivos;3F0422;3;;F;
616;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Financiacion;3G03ST;6;;T;
617;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Financiacion;3G03ST;6;;T;
618;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Financiacion;3D03ST;1;;T;
619;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Financiacion;3D03ST;1;;T;
620;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Inversion;3D02ST;1;;T;
621;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Inversion;3D02ST;1;;T;
622;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Inversion;3G02ST;6;;T;
623;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Inversion;3G02ST;6;;T;
624;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Operacion;3D01ST;1;;T;
625;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Operacion;3G01ST;6;;T;
626;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Operacion;3G01ST;6;;T;
627;Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Operacion;3D01ST;1;;T;
628;Flujos de efectivo y equivalente al efectivo procedente de (utilizados en) operaciones;3G0121;6;;F;
629;Flujos de efectivo y equivalente al efectivo procedente de (utilizados en) operaciones;3G0121;6;;F;
630;Flujos de efectivo y equivalente al efectivo procedente de (utilizados en) operaciones;3D0121;1;;F;
631;Flujos de efectivo y equivalente al efectivo procedente de (utilizados en) operaciones;3D0121;1;;F;
632;Fondos de clientes en cuentas de intermediaci¢n;0100;5;10;F;
633;Fondos interbancarios;2F0209;3;9;F;
634;Fondos interbancarios;2F0410;3;9;F;
635;FONDOS INTERBANCARIOS;1F2301;3;10;F;
636;FONDOS INTERBANCARIOS;1F0201;3;10;F;
637;Ganancia (Perdida)  Neta del Ejercicio;5A0101;4;;F;
638;Ganancia (Perdida)  Neta del Ejercicio;5F0101;3;;F;
639;Ganancia (Perdida)  Neta del Ejercicio;5G0101;6;;F;
640;Ganancia (Perdida)  Neta del Ejercicio;5E0101;2;;F;
641;Ganancia (Perdida)  Neta del Ejercicio;5D0101;1;;F;
642;Ganancia (perdida)  procedente de operaciones discontinuadas, neta del impuesto a las ganancias;2G0504;6;9;F;
643;Ganancia (perdida)  procedente de operaciones discontinuadas, neta del impuesto a las ganancias;2D0504;1;9;F;
644;Ganancia (perdida) actuariales en plan de beneficios definidos;5G0111;6;;F;
645;Ganancia (perdida) actuariales en plan de beneficios definidos;5D0210;1;;F;
646;Ganancia (perdida) actuariales en plan de beneficios definidos;5D0111;1;;F;
647;Ganancia (perdida) actuariales en plan de beneficios definidos;5G0210;6;;F;
648;Ganancia (Perdida) Bruta;2D02ST;1;9;T;
649;Ganancia (Perdida) Bruta;2G02ST;6;9;T;
650;Ganancia (Perdida) de la baja en Activos Financieros medidos al Costo Amortizado;2D0407;1;9;F;
651;Ganancia (Perdida) de la baja en Activos Financieros medidos al Costo Amortizado;2G0407;6;9;F;
652;Ganancia (perdida) del ejercicio;3214;5;;F;
653;Ganancia (Perdida) Neta de Operaciones  Continuadas;2D0503;1;9;F;
654;Ganancia (Perdida) Neta de Operaciones  Continuadas;2G0503;6;9;F;
655;Ganancia (Perdida) Neta del Ejercicio;2G07ST;6;9;T;
656;Ganancia (Perdida) Neta del Ejercicio;3G05ST;6;;T;
657;Ganancia (Perdida) Neta del Ejercicio;4D0129;1;;F;
658;Ganancia (Perdida) Neta del Ejercicio;4D0229;1;;F;
659;Ganancia (Perdida) Neta del Ejercicio;2D07ST;1;9;T;
660;Ganancia (Perdida) Neta del Ejercicio;3D05ST;1;;T;
661;Ganancia (perdida) Neta del Ejercicio;5516;5;;F;
662;Ganancia (Perdida) Neta del Ejercicio;4G0129;6;;F;
663;Ganancia (Perdida) Neta del Ejercicio;4G0229;6;;F;
664;Ganancia (Perdida) Neta del Impuesto a las Ganancias Procedente de Operaciones Discontinuadas;2170;5;9;F;
665;Ganancia (Perdida) por actividades de operacion;2G03ST;6;9;T;
666;Ganancia (Perdida) por actividades de operacion;2D03ST;1;9;T;
667;Ganancia (Perdida) por baja de Activos Financieros medidos a Costo Amortizado;2061;5;9;F;
668;Ganancia (Perdida) por Coberturas de Flujo de Efectivo y/o Coberturas de Inversion Neta en un Negocio en el Extranjero;4C0221;7;;F;
669;Ganancia (Perdida) por Coberturas de Flujo de Efectivo y/o Coberturas de Inversion Neta en un Negocio en el Extranjero;4C0121;7;;F;
670;Ganancia (Perdida) por Diferencias de Cambio;4C0222;7;;F;
671;Ganancia (Perdida) por Diferencias de Cambio;4C0122;7;;F;
672;Ganancia (perdida) por instrumentos financieros medidos a valor razonable;2092;5;9;F;
673;Ganancias (Perdidas) Acumuladas;1550;5;10;F;
674;Ganancias (Perdida) B?sica por Accion Inversion;2G0912;6;9;F;
675;Ganancias (perdida) b?sica por accion ordinaria;2G0911;6;9;F;
676;Ganancias (Perdida) Diluida por Accion Inversion;2G0916;6;9;F;
677;Ganancias (perdida) diluida por accion ordinaria;2G0915;6;9;F;
678;Ganancias (perdidas) de inversiones en instrumentos de patrimonio al valor razonable;5E0203;2;;F;
679;Ganancias (perdidas) de inversiones en instrumentos de patrimonio al valor razonable;5E0103;2;;F;
